,id_,trader_id,product_id,quantity,supplier_id,payment_id,date_of_order
92,135611,2822866,295,42,453,4,2024-04-23
93,133066,2710823,269,5,468,4,2024-04-19
94,129982,2727745,266,16,463,6,2023-01-05
95,130570,2583810,257,6,457,3,2023-09-14
96,123005,2842105,250,10,458,6,2022-07-30
97,125897,2737391,244,31,464,6,2024-04-24
98,122632,2901780,286,38,454,1,2024-01-18
99,123852,2664677,251,57,472,4,2022-08-11
100,124577,2629057,277,2,465,2,2023-06-08
101,139614,2691702,276,42,462,1,2023-08-05
102,130153,2843469,278,18,462,5,2022-08-25
103,128706,2626252,250,39,462,2,2023-05-24
104,122988,2628823,261,20,452,4,2023-11-27
105,120984,2680580,250,59,468,1,2023-04-25
106,125462,2748070,285,17,455,2,2023-05-23
107,138070,2552603,285,33,470,5,2023-12-01
108,128469,2879299,256,57,466,4,2023-05-31
109,133753,2946984,257,8,467,6,2022-10-19
110,121584,2563714,262,50,455,2,2023-05-20
111,132880,2981629,266,41,456,4,2023-04-07
112,123062,2803511,263,31,459,1,2022-08-15
113,134571,2717336,285,38,456,5,2023-05-19
114,139683,2849135,279,39,467,4,2022-11-10
115,133996,2739839,250,65,451,4,2023-01-11
116,122221,2550776,291,39,468,4,2023-08-28
117,130540,2846330,251,46,464,6,2022-11-10
118,130642,2708504,281,52,473,5,2024-01-24
119,123147,2802269,246,36,460,4,2023-12-22
120,124486,2872610,240,8,469,6,2022-09-05
121,129675,2765260,280,51,450,5,2023-11-30
122,121971,2653865,250,39,467,5,2023-08-31
123,124936,2885308,257,14,470,2,2024-04-10
124,132503,2617782,263,57,450,6,2023-04-10
125,134206,2732194,248,18,457,2,2023-11-19
126,132139,2834956,278,68,452,4,2023-04-21
127,130203,2812108,285,46,454,4,2022-11-04
128,132437,2783093,280,1,469,1,2023-09-17
129,127246,2897955,281,13,473,2,2023-10-11
130,133094,2677932,261,29,464,1,2024-05-24
131,138676,2905419,291,5,475,2,2024-05-21
132,138176,2652018,286,42,452,3,2023-09-16
133,126050,2965084,265,50,453,4,2023-07-26
134,121739,2746068,295,57,471,5,2024-05-20
135,138498,2591747,281,62,471,1,2023-08-10
136,126297,2516468,277,23,457,6,2022-09-30
137,133889,2706406,280,9,453,2,2023-07-26
138,121449,2794915,244,3,471,4,2022-07-09
139,125195,2933936,285,70,472,4,2023-05-05
140,132315,2924667,276,26,461,5,2023-03-16
141,129513,2550776,266,55,472,5,2023-11-26
142,133254,2532431,285,24,466,1,2022-07-13
143,134973,2898453,240,54,457,5,2024-05-30
144,129323,2905999,285,63,463,5,2022-10-02
145,131294,2634718,261,26,459,5,2024-06-08
146,132548,2532008,257,24,454,5,2024-01-16
147,134187,2732504,289,69,475,6,2023-06-27
148,137094,2573621,291,39,465,4,2024-03-01
149,136809,2774935,244,67,465,5,2023-03-26
150,121172,2928052,261,2,465,6,2024-01-21
151,120217,2574144,271,31,473,4,2024-04-10
152,139762,2873393,279,68,452,2,2023-09-23
153,138658,2968274,255,42,471,6,2022-12-25
154,136262,2987172,269,42,463,4,2022-10-01
155,125675,2581397,262,30,458,6,2022-06-27
156,122865,2956520,262,56,469,1,2024-05-30
157,133356,2566861,271,36,451,3,2023-11-10
158,139796,2853014,240,63,467,5,2023-04-21
159,120104,2811824,291,65,465,2,2023-01-08
160,125173,2803511,244,27,473,5,2024-06-06
161,135609,2555392,295,48,455,2,2023-07-17
162,135800,2980151,277,24,475,5,2023-04-04
163,130543,2537842,264,57,463,5,2022-09-22
164,125027,2651595,277,14,451,1,2024-05-18
165,139459,2720676,271,24,473,2,2022-09-13
166,121047,2565019,265,54,470,3,2022-08-05
167,137867,2919686,283,56,467,1,2023-04-22
168,130916,2619777,263,24,463,4,2024-04-25
169,125579,2668006,252,41,454,2,2022-10-20
170,122931,2928456,289,27,475,6,2022-11-04
171,131053,2757846,277,28,471,3,2023-03-05
172,138857,2705277,250,44,453,1,2024-06-05
173,128296,2861018,262,56,464,2,2023-07-31
174,134063,2660096,252,60,452,5,2024-01-27
175,124229,2684480,250,23,466,3,2023-11-19
176,135842,2982140,286,38,471,4,2024-01-11
177,120655,2611173,281,44,453,4,2022-12-31
178,126855,2894022,277,64,464,5,2023-05-31
179,137436,2865100,272,66,475,6,2023-12-10
180,139376,2906436,272,42,464,3,2024-05-28
181,125932,2754906,246,43,462,6,2023-07-10
182,132892,2554038,271,10,454,4,2024-01-07
183,125293,2654284,286,70,473,6,2023-05-21
184,129349,2911688,263,30,459,4,2022-12-06
185,132779,2988134,286,14,451,3,2024-01-25
186,128564,2960878,269,55,470,4,2023-10-08
187,125251,2617983,263,50,460,2,2024-02-08
188,120962,2774943,261,50,452,5,2023-07-20
189,123743,2741291,278,51,458,5,2023-08-05
190,138618,2609405,257,54,455,2,2024-03-31
191,120728,2826785,262,56,466,1,2023-11-19
192,138536,2941230,285,55,469,6,2023-06-26
193,136335,2551682,263,14,464,3,2022-07-13
194,136886,2992836,240,32,473,4,2024-05-26
195,124485,2813882,286,55,461,5,2022-12-19
196,127172,2941230,255,67,472,5,2023-02-12
197,124084,2717654,262,1,463,3,2023-03-10
198,123478,2945324,276,10,462,3,2023-03-06
199,131792,2830996,245,14,473,2,2024-02-02
200,139051,2722179,261,20,458,6,2022-09-23
201,123979,2879406,266,70,475,2,2024-05-31
202,131722,2774573,251,45,454,4,2023-11-25
203,128848,2803439,248,43,452,6,2023-03-12
204,124026,2726124,262,1,458,6,2023-02-02
205,120721,2968807,285,4,452,1,2022-08-06
206,133283,2968011,264,10,459,5,2023-12-14
207,125880,2593319,285,32,454,4,2023-09-24
208,128948,2691482,285,36,475,4,2022-12-27
209,137399,2577354,272,65,450,4,2023-10-07
210,125779,2791038,240,18,459,1,2024-02-24
211,133731,2989988,250,44,459,6,2022-11-08
212,136967,2836852,263,24,460,2,2022-07-11
213,128964,2569899,254,19,475,5,2023-08-20
214,137525,2915321,251,46,469,1,2024-05-09
215,122093,2703197,266,63,461,1,2023-01-26
216,123280,2729990,257,53,467,5,2023-08-26
217,122162,2636897,279,2,471,1,2023-12-03
218,123380,2635099,279,46,463,6,2023-08-05
219,135956,2943875,276,43,453,1,2023-01-31
220,129476,2928011,262,30,460,3,2023-02-19
221,130613,2737391,245,22,456,3,2022-08-18
222,122696,2932526,289,48,468,4,2022-08-16
223,121033,2963930,281,69,460,5,2022-12-04
224,130226,2848724,272,53,450,3,2022-11-25
225,127166,2820430,281,4,458,6,2023-08-06
226,122378,2705049,286,58,452,2,2023-07-17
227,133701,2875960,254,43,466,2,2024-04-14
228,138342,2918821,286,40,464,3,2023-07-27
229,134689,2794514,266,29,456,2,2024-01-17
230,130278,2672785,248,68,451,5,2023-06-14
231,121487,2545656,266,4,454,1,2023-10-15
232,133221,2818674,261,23,471,6,2024-03-03
233,125644,2833359,256,70,469,1,2022-08-02
234,121082,2647270,279,3,461,6,2024-06-12
235,122445,2762201,276,53,468,4,2024-02-19
236,132517,2644084,250,69,475,2,2024-01-28
237,135387,2504572,276,35,465,2,2023-07-21
238,128185,2987487,262,21,470,4,2022-10-14
239,130148,2752002,244,46,475,2,2023-12-26
240,123100,2953793,244,23,469,6,2023-04-19
241,138426,2888743,279,53,461,2,2023-11-05
242,122135,2523333,266,62,458,5,2022-11-08
243,138643,2721581,280,12,463,6,2022-07-01
244,129043,2868147,281,9,472,2,2023-01-06
245,126342,2784232,261,22,453,6,2023-01-17
246,124828,2963367,248,31,458,4,2022-10-06
247,126918,2871614,277,49,470,2,2022-10-28
248,134786,2752118,281,65,463,3,2023-06-09
249,139001,2960990,262,10,461,4,2024-02-15
250,121962,2776228,276,46,466,4,2024-03-28
251,136290,2847604,254,14,466,6,2023-07-15
252,134038,2943343,246,11,461,6,2024-05-27
253,136734,2693731,286,33,468,4,2022-07-30
254,123788,2880567,254,60,467,3,2022-11-10
255,123888,2875960,285,7,461,6,2023-06-27
256,126808,2895630,276,41,452,5,2022-11-25
257,133378,2551679,295,6,454,2,2022-09-04
258,137784,2702507,244,33,463,6,2023-12-26
259,126560,2909013,275,34,475,5,2022-08-07
260,136379,2703536,240,37,453,2,2023-06-28
261,126335,2761459,251,29,462,2,2023-03-29
262,127006,2660998,261,35,455,3,2023-12-08
263,139516,2889117,291,63,471,3,2023-06-10
264,121594,2739300,275,17,475,2,2023-01-08
265,138867,2669463,251,49,460,2,2023-09-05
266,138597,2608145,261,36,462,3,2022-06-20
267,121877,2541265,280,61,457,1,2023-05-06
268,120506,2872610,276,12,475,4,2023-03-11
269,128255,2848033,278,59,453,5,2024-01-22
270,120720,2800178,264,51,454,2,2023-12-30
271,126857,2664925,283,40,454,6,2022-06-22
272,128869,2854480,251,49,460,3,2023-08-07
273,132333,2941824,257,13,453,5,2023-10-17
274,134620,2929651,250,66,454,6,2023-10-04
275,128863,2520723,254,20,462,5,2023-10-14
276,133512,2754181,261,40,472,2,2022-11-22
277,126483,2879318,251,21,473,3,2023-07-06
278,127043,2563811,250,36,460,3,2023-08-08
279,124412,2835847,280,44,460,4,2023-02-24
280,138198,2864572,266,13,470,5,2022-11-20
281,136931,2520389,245,7,468,4,2023-04-05
282,120370,2842703,266,14,455,6,2023-12-23
283,130695,2888241,266,68,470,5,2024-01-16
284,130356,2879839,262,61,467,6,2022-12-19
285,132349,2846370,261,1,464,6,2023-05-26
286,122103,2956512,279,31,462,6,2022-09-05
287,138997,2520389,246,66,465,5,2023-03-29
288,120636,2849039,262,11,472,1,2023-03-05
289,129107,2791569,245,60,451,2,2023-06-25
290,129969,2674719,276,5,475,4,2023-11-12
291,135242,2795208,266,5,453,4,2022-12-27
292,139478,2798383,276,23,470,6,2024-05-21
293,134430,2570830,263,30,461,6,2023-03-02
294,135962,2517963,289,4,458,1,2023-12-02
295,137469,2638939,271,13,454,3,2023-09-18
296,139471,2568673,250,35,459,5,2024-03-09
297,126829,2994162,283,23,465,2,2023-02-12
298,137826,2774573,266,68,468,3,2024-04-19
299,139899,2629057,244,46,460,5,2023-10-24
300,127248,2681191,278,7,475,5,2023-01-30
301,128720,2890280,257,1,451,4,2024-04-21
302,126591,2529449,256,54,461,5,2022-11-28
303,122786,2693121,285,66,454,5,2024-02-01
304,137785,2904345,295,55,467,4,2023-06-23
305,127802,2586404,254,64,459,2,2022-11-19
306,134656,2921495,281,35,451,4,2023-11-19
307,125338,2558670,291,63,454,2,2022-12-09
308,135587,2667496,257,44,459,4,2023-07-16
309,128379,2539937,261,41,475,3,2023-08-12
310,122497,2721306,263,4,465,2,2022-07-05
311,124345,2944257,255,24,463,3,2023-05-25
312,126211,2970157,261,20,458,6,2022-07-20
313,129606,2602542,246,57,465,3,2022-08-24
314,131409,2944301,266,38,475,1,2024-06-11
315,124136,2944870,291,7,469,1,2023-03-29
316,132341,2727194,252,35,453,3,2022-08-20
317,130198,2859295,271,3,459,4,2022-07-25
318,132697,2997741,277,64,454,4,2022-09-29
319,139236,2501091,285,16,450,4,2023-05-12
320,128107,2938823,266,39,475,6,2022-10-19
321,132305,2925679,246,6,455,5,2024-06-05
322,137539,2910110,275,33,457,6,2023-05-27
323,136355,2694871,275,65,459,5,2023-01-21
324,132651,2855482,283,40,464,5,2022-11-05
325,124062,2827333,251,12,470,3,2022-09-16
326,125832,2621863,271,17,460,1,2023-06-03
327,138475,2615209,263,61,458,5,2022-07-17
328,129508,2945851,254,10,459,2,2022-08-24
329,126998,2886345,251,31,469,5,2022-09-06
330,120811,2719832,251,22,455,6,2024-05-14
331,122613,2650988,266,58,461,5,2023-07-02
332,127952,2786705,269,26,462,1,2023-11-10
333,138363,2760397,261,44,459,6,2023-05-28
334,136804,2743823,244,16,462,3,2023-01-04
335,123580,2728058,295,65,459,3,2023-07-06
336,138599,2719832,291,29,472,5,2023-12-27
337,131922,2724576,286,8,453,6,2024-02-02
338,120040,2956052,289,19,464,1,2023-06-09
339,139527,2954442,283,66,451,5,2024-01-15
340,129970,2961971,295,5,462,2,2024-05-26
341,125546,2703882,275,37,473,5,2022-11-18
342,134459,2869793,246,23,450,4,2022-12-27
343,129159,2570392,246,11,451,3,2023-10-15
344,130298,2679372,277,36,459,6,2023-09-16
345,139065,2690823,255,1,450,1,2023-02-07
346,128957,2525940,278,12,458,6,2023-05-23
347,132040,2945851,279,29,465,4,2023-07-19
348,124744,2658226,266,10,469,4,2023-07-19
349,121304,2943343,277,9,475,6,2023-09-27
350,134925,2628823,271,53,460,6,2023-06-21
351,130739,2875473,286,8,455,1,2022-08-22
352,128494,2795895,248,35,466,6,2024-05-05
353,131704,2969660,262,48,473,2,2023-08-07
354,137350,2734971,276,61,470,2,2023-04-10
355,137091,2634985,261,14,451,3,2023-09-29
356,137678,2743941,281,62,468,2,2023-11-08
357,139991,2740749,286,27,457,5,2023-10-18
358,131075,2811417,266,17,464,6,2023-12-19
359,139887,2622925,266,41,459,6,2023-02-12
360,131699,2881179,264,25,465,4,2022-06-29
361,128001,2801685,246,41,473,6,2023-10-10
362,136319,2960841,244,53,461,2,2023-12-24
363,122324,2849383,286,1,461,1,2023-09-03
364,137212,2853942,271,28,473,3,2023-04-13
365,134798,2604971,276,8,451,4,2023-01-19
366,121661,2897674,265,61,470,3,2022-11-12
367,133120,2799689,286,40,461,2,2023-01-29
368,134498,2864572,276,15,458,2,2024-01-27
369,137257,2668364,251,59,465,6,2023-07-14
370,128637,2904407,271,19,465,3,2024-02-02
371,133657,2976624,262,22,452,2,2023-02-17
372,121792,2844448,248,30,456,4,2022-06-18
373,120488,2604971,265,11,470,2,2024-05-03
374,130344,2519615,291,1,459,3,2022-10-22
375,133666,2909013,280,17,459,6,2023-04-15
376,131362,2502290,285,46,458,3,2024-01-27
377,135380,2873975,285,63,453,3,2022-11-15
378,126874,2694742,278,44,466,1,2022-06-25
379,120156,2689369,283,64,467,3,2023-09-22
380,137324,2827019,280,61,458,6,2023-05-06
381,120577,2834956,256,35,450,5,2022-08-06
382,134332,2774943,277,7,467,3,2022-06-21
383,132026,2609739,257,41,463,5,2022-08-21
384,127226,2631516,275,37,470,1,2023-11-10
385,121710,2881380,254,27,452,6,2024-04-03
386,121423,2728230,291,40,468,5,2023-06-29
387,130238,2814451,251,6,472,4,2023-08-15
388,132472,2615487,244,48,452,6,2023-01-05
389,132532,2748094,285,12,463,3,2023-08-23
390,124795,2764381,257,4,451,4,2022-12-17
391,135837,2865100,250,58,451,1,2023-09-14
392,136140,2544502,275,54,459,6,2022-11-04
393,139919,2875960,277,4,463,4,2022-08-15
394,124974,2855499,265,19,468,2,2023-10-29
395,139722,2526976,257,15,469,2,2022-06-21
396,139635,2978827,280,63,473,5,2023-11-29
397,134094,2637623,240,68,450,6,2024-02-22
398,128059,2661076,250,4,470,1,2022-12-04
399,132180,2591610,250,65,451,6,2022-09-26
400,133569,2938560,245,25,468,6,2023-11-15
401,124352,2611709,257,6,451,4,2024-05-22
402,137045,2721160,276,10,472,1,2022-08-15
403,122227,2747828,263,26,467,5,2022-10-14
404,125454,2869825,263,21,475,2,2024-04-29
405,132453,2674719,285,3,464,3,2024-02-12
406,129468,2533423,271,20,475,1,2023-11-15
407,124460,2866711,254,61,457,2,2022-12-09
408,131389,2963703,262,25,458,6,2023-11-26
409,124593,2871656,266,12,471,2,2022-12-20
410,131333,2517357,248,49,452,5,2023-10-14
411,134020,2558670,257,69,451,5,2023-11-08
412,129896,2753213,271,36,457,5,2023-12-29
413,131791,2798382,256,13,455,4,2024-01-24
414,134863,2994890,281,17,475,3,2023-07-01
415,124396,2968011,276,35,454,4,2023-12-01
416,125308,2938666,262,46,450,5,2023-03-17
417,123783,2677189,285,15,457,6,2024-02-13
418,137806,2749423,251,64,455,4,2023-09-25
419,133571,2699508,272,34,451,3,2022-08-11
420,137769,2641945,250,15,463,1,2023-07-14
421,129000,2741109,272,34,452,3,2024-01-11
422,128247,2505631,262,52,456,5,2023-07-05
423,129015,2755825,262,40,467,6,2023-01-19
424,129835,2652489,276,43,451,6,2023-11-23
425,126869,2934969,261,44,459,3,2024-02-29
426,139512,2516081,277,67,462,6,2023-03-27
427,129611,2509765,276,6,455,6,2023-10-05
428,132692,2769413,248,44,458,5,2022-12-20
429,125156,2688744,257,49,460,3,2024-01-28
430,128033,2955960,246,40,475,1,2024-03-03
431,122372,2722179,251,5,455,3,2022-10-29
432,136008,2726093,256,21,475,2,2022-12-11
433,136724,2500184,276,6,453,2,2024-05-20
434,133554,2656390,276,20,473,5,2022-10-06
435,122882,2939191,256,29,467,1,2023-11-21
436,135099,2779780,257,13,453,2,2024-02-07
437,134934,2985553,269,28,468,4,2023-02-26
438,135046,2734334,289,47,450,4,2022-11-03
439,123912,2963958,285,42,457,3,2023-05-02
440,120106,2750107,280,10,472,6,2023-05-04
441,130576,2622190,266,52,463,1,2022-11-10
442,122195,2911650,240,49,471,4,2023-03-06
443,134518,2617747,263,19,469,5,2022-09-12
444,122967,2721636,280,27,463,2,2023-08-27
445,136676,2681191,265,12,462,5,2023-01-06
446,122740,2733811,240,48,454,4,2022-07-27
447,124670,2510220,251,27,471,4,2023-06-06
448,122072,2761524,257,23,466,4,2023-01-03
449,137009,2533423,264,3,475,4,2022-12-07
450,123125,2538430,276,43,464,4,2023-06-04
451,122674,2708504,252,43,454,5,2023-03-20
452,126073,2865440,291,31,457,2,2023-08-17
453,132299,2611556,265,22,471,5,2022-12-11
454,123114,2842503,269,5,462,5,2023-12-03
455,123795,2656147,263,21,459,3,2022-11-19
456,128241,2889138,244,30,463,2,2023-12-30
457,121847,2701409,286,1,460,4,2022-07-13
458,135156,2872162,262,42,463,2,2023-11-29
459,131537,2780182,275,1,470,3,2022-08-04
460,121698,2934447,279,60,470,3,2022-12-07
461,121550,2532431,245,30,452,4,2024-02-03
462,120652,2841587,281,52,458,6,2024-03-05
463,125498,2723985,251,54,473,6,2023-11-18
464,137311,2535990,265,5,465,1,2022-09-21
465,135655,2703748,272,5,467,6,2023-03-02
466,120814,2956052,263,2,457,2,2022-09-17
467,138794,2825837,291,6,451,2,2023-11-30
468,133475,2873937,261,45,460,4,2024-02-23
469,133760,2918860,245,14,471,6,2022-12-31
470,130343,2784286,264,33,467,2,2024-02-11
471,136353,2765568,255,51,473,4,2022-08-07
472,128234,2888756,277,7,464,1,2023-05-11
473,123262,2739839,289,7,453,1,2024-03-28
474,123016,2703197,245,44,453,2,2022-09-23
475,137128,2569791,263,66,475,4,2023-06-18
476,133648,2681537,289,37,461,5,2022-12-27
477,121568,2548342,276,13,455,1,2024-02-03
478,139623,2867172,261,15,458,3,2023-10-11
479,130118,2576407,246,2,454,6,2024-05-19
480,130286,2801597,277,32,468,4,2023-06-14
481,137363,2835938,281,2,454,4,2024-03-29
482,121767,2526229,254,54,461,4,2022-07-16
483,136372,2675405,280,48,454,5,2022-12-11
484,135548,2688072,291,38,458,3,2023-05-07
485,136939,2774423,285,69,472,3,2023-07-17
486,132360,2533281,255,14,451,1,2023-05-15
487,132788,2796739,261,55,452,2,2024-02-16
488,125998,2670581,276,22,464,5,2024-03-16
489,129113,2685047,255,70,469,6,2023-11-28
490,123882,2901386,275,18,464,3,2023-08-08
491,126012,2706317,283,55,453,5,2023-04-20
492,124973,2831162,277,7,450,5,2022-08-17
493,120305,2525803,286,50,471,3,2022-08-22
494,128354,2975512,283,61,451,5,2023-11-18
495,124310,2602416,262,15,452,6,2023-03-16
496,123557,2638939,262,67,454,2,2022-12-29
497,137575,2748371,272,40,469,3,2023-11-22
498,125697,2911804,262,23,461,6,2024-05-24
499,139615,2784154,286,6,459,5,2022-07-06
500,131518,2618080,261,19,460,5,2023-12-01
501,137792,2642009,262,17,450,1,2022-06-14
502,128062,2994890,254,47,450,1,2024-01-11
503,127182,2956520,291,66,463,1,2024-03-04
504,139305,2789290,289,9,462,5,2023-10-03
505,126728,2749902,262,28,452,3,2024-04-06
506,122992,2918305,269,52,450,1,2024-03-31
507,131506,2729115,277,62,459,3,2024-02-01
508,130071,2923218,266,24,457,2,2022-12-30
509,128732,2751901,277,46,459,1,2024-05-27
510,120343,2820383,240,23,470,1,2022-07-25
511,122904,2644084,263,3,462,5,2022-11-07
512,126525,2806353,265,65,469,4,2023-07-13
513,132553,2985548,277,70,462,3,2023-08-26
514,135797,2733199,246,29,465,6,2023-01-19
515,122311,2955578,240,13,466,6,2024-03-05
516,130982,2932387,252,4,471,5,2023-08-28
517,127432,2657831,266,31,455,4,2024-06-07
518,121631,2848724,278,21,454,4,2022-09-17
519,134392,2915795,251,11,453,4,2023-09-15
520,120961,2511470,252,7,467,2,2024-02-09
521,132837,2917216,265,13,462,6,2022-10-27
522,138689,2564472,279,1,460,1,2023-11-11
523,123559,2897674,257,23,467,5,2022-08-02
524,125907,2503242,271,48,472,5,2024-02-24
525,123940,2602416,261,68,455,2,2022-09-13
526,139613,2697070,257,21,470,5,2023-05-01
527,136024,2701089,264,13,460,5,2023-12-19
528,132193,2556935,266,34,457,5,2023-07-09
529,131240,2632944,244,11,463,2,2024-03-07
530,123731,2760397,266,5,470,6,2023-01-16
531,131354,2883056,276,60,450,3,2022-08-27
532,135007,2912052,251,47,460,4,2023-05-05
533,135484,2943343,266,56,464,3,2023-09-23
534,131709,2777614,285,29,453,1,2023-12-21
535,126233,2733734,263,34,463,3,2023-10-13
536,123628,2826268,250,18,471,3,2023-07-14
537,131392,2934447,256,6,462,1,2022-07-05
538,131654,2911095,277,28,452,3,2023-11-11
539,138675,2507507,275,60,469,2,2022-08-09
540,132387,2636062,281,9,457,5,2024-02-25
541,122946,2645334,266,41,465,4,2022-07-03
542,133458,2974489,278,5,467,3,2022-11-11
543,120032,2613267,266,6,469,2,2023-04-27
544,139079,2660075,295,23,471,6,2024-05-12
545,138836,2504572,281,2,473,3,2022-08-14
546,137202,2796676,244,48,465,4,2023-07-11
547,134212,2954550,244,1,453,4,2022-12-07
548,123742,2932387,275,63,450,6,2022-06-16
549,131851,2613806,245,26,468,1,2024-02-28
550,136747,2904407,245,55,473,3,2024-02-06
551,135002,2866512,255,59,458,5,2023-08-27
552,120408,2668336,261,32,453,4,2023-07-10
553,138289,2785809,264,51,473,2,2023-05-10
554,138288,2985408,286,11,453,3,2022-11-28
555,136758,2809065,289,31,455,5,2024-01-03
556,121760,2728044,266,27,462,4,2022-09-02
557,126212,2692452,279,69,454,1,2023-10-24
558,136015,2690823,254,38,469,3,2023-12-28
559,138944,2989969,281,42,462,5,2024-01-03
560,136293,2751579,276,31,471,5,2022-06-23
561,125230,2744311,286,21,462,6,2024-05-14
562,132287,2947768,281,54,467,2,2022-10-17
563,123637,2545070,257,43,467,1,2023-02-02
564,132700,2811417,277,6,465,1,2022-07-03
565,121890,2765124,252,67,469,4,2023-03-17
566,139549,2560856,240,53,457,6,2023-07-22
567,138906,2855499,286,20,462,6,2024-04-19
568,131662,2811417,269,5,461,6,2024-05-12
569,128500,2809065,269,23,473,6,2022-07-01
570,136109,2887285,285,16,458,6,2023-07-20
571,135426,2721524,255,7,452,5,2023-09-02
572,132873,2554675,244,68,475,4,2023-02-18
573,127641,2601982,246,24,456,5,2022-12-29
574,137548,2634827,255,23,455,3,2023-12-30
575,131493,2987506,251,42,471,4,2022-11-12
576,129491,2536750,256,62,465,1,2024-05-13
577,130299,2638378,240,2,471,5,2022-10-01
578,130064,2840713,245,23,450,6,2023-11-27
579,136127,2608145,291,40,469,3,2023-09-05
